0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	8
71	51
72	86
73	113
74	109
75	114
76	117
77	105
78	113
79	107
80	113
81	109
82	128
83	120
84	104
85	99
86	104
87	118
88	115
89	97
90	100
91	125
92	103
93	112
94	102
95	110
96	110
97	128
98	103
99	116
100	114
101	110
102	103
103	121
104	97
105	116
106	113
107	119
108	98
109	113
110	144
111	104
112	109
113	122
114	125
115	112
116	121
117	117
118	139
119	145
120	131
121	104
122	118
123	113
124	115
125	123
126	120
127	129
128	131
129	107
130	132
131	131
132	150
133	104
134	133
135	110
136	121
137	109
138	115
139	99
140	135
141	128
142	111
143	121
144	113
145	136
146	110
147	122
148	123
149	121
150	138
151	111
152	126
153	125
154	128
155	128
156	125
157	141
158	143
159	148
160	127
161	155
162	123
163	130
164	131
165	135
166	118
167	122
168	136
169	125
170	139
171	121
172	131
173	131
174	136
175	143
176	143
177	158
178	135
179	139
180	131
181	145
182	141
183	130
184	131
185	135
186	148
187	141
188	161
189	170
190	172
191	160
192	136
193	163
194	137
195	129
196	166
197	133
198	122
199	129
200	136
201	147
202	139
203	147
204	162
205	128
206	136
207	126
208	123
209	142
210	116
211	148
212	132
213	142
214	133
215	159
216	150
217	139
218	134
219	132
220	136
221	142
222	152
223	170
224	142
225	154
226	152
227	116
228	160
229	144
230	156
231	156
232	154
233	146
234	132
235	152
236	154
237	139
238	122
239	146
240	135
241	143
242	124
243	160
244	153
245	152
246	152
247	139
248	143
249	150
250	147
251	129
252	151
253	150
254	149
255	143
256	173
257	148
258	159
259	155
260	152
261	116
262	142
263	151
264	141
265	123
266	141
267	131
268	137
269	123
270	128
271	139
272	127
273	161
274	144
275	132
276	144
277	154
278	157
279	187
280	143
281	150
282	149
283	156
284	146
285	139
286	141
287	147
288	143
289	146
290	156
291	146
292	140
293	144
294	151
295	130
296	149
297	146
298	144
299	155
300	143
301	143
302	151
303	154
304	144
305	135
306	157
307	151
308	154
309	138
310	149
311	123
312	146
313	156
314	157
315	136
316	142
317	139
318	187
319	148
320	146
321	169
322	151
323	140
324	136
325	166
326	157
327	140
328	144
329	161
330	146
331	157
332	161
333	152
334	151
335	160
336	138
337	144
338	144
339	134
340	144
341	143
342	162
343	146
344	147
345	151
346	170
347	145
348	183
349	145
350	129
351	143
352	146
353	134
354	131
355	139
356	123
357	156
358	157
359	145
360	139
361	162
362	157
363	138
364	159
365	149
366	136
367	130
368	133
369	143
370	129
371	137
372	149
373	141
374	134
375	164
376	158
377	151
378	153
379	154
380	133
381	159
382	123
383	147
384	144
385	152
386	146
387	122
388	146
389	144
390	136
391	154
392	132
393	142
394	133
395	158
396	164
397	133
398	148
399	143
400	144
401	153
402	145
403	149
404	165
405	130
406	145
407	171
408	142
409	165
410	142
411	141
412	161
413	152
414	132
415	158
416	149
417	162
418	142
419	129
420	138
421	128
422	124
423	137
424	175
425	139
426	151
427	153
428	138
429	147
430	168
431	148
432	157
433	166
434	149
435	155
436	147
437	136
438	138
439	150
440	146
441	157
442	142
443	144
444	148
445	127
446	146
447	141
448	142
449	168
450	166
451	134
452	145
453	155
454	174
455	159
456	154
457	162
458	148
459	138
460	138
461	159
462	150
463	159
464	145
465	153
466	133
467	182
468	155
469	135
470	149
471	144
472	163
473	158
474	164
475	145
476	134
477	141
478	172
479	181
480	142
481	154
482	153
483	162
484	163
485	130
486	168
487	140
488	147
489	156
490	146
491	159
492	163
493	152
494	152
495	157
496	154
497	150
498	161
499	157
500	178
501	167
502	171
503	180
504	158
505	136
506	172
507	193
508	173
509	183
510	154
511	170
512	173
513	176
514	184
515	181
516	162
517	173
518	171
519	167
520	181
521	202
522	178
523	197
524	192
525	208
526	210
527	201
528	186
529	177
530	201
531	205
532	207
533	188
