0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	7
69	30
70	92
71	114
72	118
73	142
74	134
75	118
76	126
77	169
78	131
79	142
80	145
81	184
82	179
83	173
84	143
85	166
86	147
87	191
88	165
89	178
90	195
91	186
92	186
93	201
94	171
95	197
96	181
97	190
98	200
99	204
100	200
101	223
102	202
103	244
104	236
105	247
106	252
107	255
108	266
109	241
110	284
111	282
112	306
113	253
114	287
115	332
116	320
117	318
118	344
119	361
120	341
121	359
122	383
123	370
124	405
125	418
126	402
127	456
128	476
129	531
130	481
131	525
132	559
133	509
134	567
135	600
136	599
137	674
138	682
139	745
140	699
141	750
142	829
143	781
144	806
145	858
146	923
147	992
148	1018
149	1098
150	1070
151	1099
152	1170
153	1201
154	1260
155	1321
156	1352
157	1467
158	1406
159	1586
160	1561
161	1663
162	1725
163	1732
164	1787
165	1846
166	1894
167	1884
168	2039
169	1893
170	2182
171	2146
172	2194
173	2335
174	2385
175	2345
176	2380
177	2554
178	2497
179	2604
180	2582
181	2811
182	2782
183	2897
184	2852
185	2877
186	2967
187	2911
188	3003
189	3038
190	3092
191	3121
192	3108
193	3134
194	3175
195	3252
196	3230
197	3127
198	3157
199	3131
200	3179
201	3116
202	3181
203	3214
204	3083
205	3151
206	3208
207	3073
208	2994
209	3053
210	2966
211	2988
212	3025
213	2941
214	2935
215	2820
216	2862
217	2747
218	2681
219	2635
220	2630
221	2526
222	2558
223	2506
224	2377
225	2330
226	2272
227	2266
228	2181
229	2236
230	2108
231	2076
232	2022
233	1848
234	1872
235	1907
236	1810
237	1762
238	1705
239	1681
240	1693
241	1635
242	1533
243	1519
244	1474
245	1426
246	1334
247	1365
248	1321
249	1230
250	1256
251	1203
252	1173
253	1175
254	1060
255	1072
256	1092
257	1030
258	1048
259	974
260	947
261	993
262	904
263	880
264	940
265	856
266	849
267	855
268	813
269	834
270	816
271	768
272	780
273	745
274	702
275	704
276	640
277	724
278	633
279	615
280	657
281	602
282	569
283	604
284	573
285	581
286	546
287	538
288	502
289	511
290	505
291	518
292	481
293	462
294	477
295	444
296	435
297	411
298	414
299	362
300	396
301	363
302	337
303	345
304	329
305	382
306	326
307	309
308	275
309	310
310	268
311	258
312	274
313	264
314	230
315	239
316	219
317	225
318	217
319	196
320	210
321	218
322	197
323	171
324	162
325	159
326	161
327	170
328	155
329	130
330	145
331	133
332	106
333	125
334	132
335	123
336	120
337	127
338	98
339	111
340	89
341	92
342	110
343	86
344	102
345	97
346	95
347	94
348	90
349	85
350	86
351	97
352	83
353	72
354	80
355	84
356	70
357	92
358	91
359	85
360	63
361	68
362	95
363	79
364	78
365	59
366	75
367	69
368	73
369	74
370	74
371	62
372	78
373	66
374	69
375	72
376	94
377	74
378	77
379	74
380	69
381	68
382	79
383	67
384	61
385	77
386	82
387	70
388	73
389	64
390	79
391	69
392	83
393	77
394	77
395	66
396	84
397	68
398	77
399	87
400	100
401	85
402	72
403	80
404	87
405	75
406	83
407	79
408	84
409	74
410	80
411	81
412	94
413	96
414	86
415	83
416	102
417	94
418	94
419	102
420	99
421	79
422	90
423	114
424	101
425	113
426	77
427	97
428	95
429	92
430	102
431	97
432	104
433	116
434	105
435	84
436	121
437	100
438	89
439	93
440	103
441	95
442	113
443	100
444	117
445	119
446	111
447	115
448	120
449	98
450	128
451	123
452	95
453	109
454	127
455	139
456	109
457	120
458	110
459	105
460	112
461	115
462	145
463	133
464	133
465	135
466	133
467	122
468	127
469	137
470	166
471	137
472	142
473	132
474	161
475	145
476	145
477	141
478	134
479	172
480	152
481	146
482	134
483	141
484	130
485	164
486	135
487	165
488	150
489	170
490	152
491	149
492	146
493	161
494	163
495	152
496	142
497	171
498	170
499	144
500	167
501	184
502	164
503	168
504	143
505	153
